nNoBorne,sStatut,sNomRue,sZoneGroupeCode,nLongitude,nLatitude,sTypeExploitation
13159,A,Inconnue,AB-AC-AD-AE,-73.761507138041338000,45.511207540343335000,Régulier Payez-Partez
13160,A,Inconnue,AB-AC-AD-AE,-73.761516862791026000,45.511197497474271000,Régulier Payez-Partez
13161,A,Inconnue,AB-AC-AD-AE,-73.761448973061718000,45.511222942315861000,Régulier Payez-Partez
13162,A,Inconnue,AB-AC-AD-AE,-73.761458142123800000,45.511213473329931000,Régulier Payez-Partez
13163,A,Inconnue,AB-AC-AD-AE,-73.761467311182798000,45.511204004342368000,Régulier Payez-Partez
13164,A,Inconnue,AB-AC-AD-AE,-73.761476480238855000,45.511194535354946000,Régulier Payez-Partez
13165,A,Inconnue,AB-AC-AD-AE,-73.761485649291700000,45.511185066365869000,Régulier Payez-Partez
13166,A,Inconnue,AB-AC-AD-AE,-73.761420273861276000,45.511210044561160000,Régulier Payez-Partez
13167,A,Inconnue,AB-AC-AD-AE,-73.761429165075754000,45.511200862516077000,Régulier Payez-Partez
13168,A,Inconnue,AB-AC-AD-AE,-73.761438056287332000,45.511191680470318000,Régulier Payez-Partez
13169,A,Inconnue,AB-AC-AD-AE,-73.761446947495898000,45.511182498423821000,Régulier Payez-Partez
13170,A,Inconnue,AB-AC-AD-AE,-73.761453574860838000,45.511168873214096000,Régulier Payez-Partez
13171,A,Inconnue,AB-AC-AD-AE,-73.761389275239622000,45.511195206233793000,Régulier Payez-Partez
13172,A,Inconnue,AB-AC-AD-AE,-73.761399555709161000,45.511184589496743000,Régulier Payez-Partez
13173,A,Inconnue,AB-AC-AD-AE,-73.761409836174963000,45.511173972758783000,Régulier Payez-Partez
13174,A,Inconnue,AB-AC-AD-AE,-73.761420116636771000,45.511163356019885000,Régulier Payez-Partez
13175,A,Inconnue,AB-AC-AD-AE,-73.761430397094856000,45.511152739280014000,Régulier Payez-Partez
13176,A,Inconnue,AB-AC-AD-AE,-73.761360038164881000,45.511181631042909000,Régulier Payez-Partez
13177,A,Inconnue,AB-AC-AD-AE,-73.761370596488092000,45.511170727370043000,Régulier Payez-Partez
13178,A,Inconnue,AB-AC-AD-AE,-73.761381154807211000,45.511159823695273000,Régulier Payez-Partez
13179,A,Inconnue,AB-AC-AD-AE,-73.761391713122279000,45.511148920020418000,Régulier Payez-Partez
13180,A,Inconnue,AB-AC-AD-AE,-73.761402271433269000,45.511138016344582000,Régulier Payez-Partez
13181,A,Inconnue,AB-AC-AD-AE,-73.761332771674375000,45.511168815719607000,Régulier Payez-Partez
13182,A,Inconnue,AB-AC-AD-AE,-73.761344163552266000,45.511157051232310000,Régulier Payez-Partez
13183,A,Inconnue,AB-AC-AD-AE,-73.761355555425567000,45.511145286744735000,Régulier Payez-Partez
13184,A,Inconnue,AB-AC-AD-AE,-73.761366947294121000,45.511133522255108000,Régulier Payez-Partez
13185,A,Inconnue,AB-AC-AD-AE,-73.761376653121189000,45.511123498952422000,Régulier Payez-Partez
16015,A,Duluth,PB-PE-PF-PG,-73.580517308705694000,45.515633803342162000,Parcojour Payez-Partez
16016,A,Saint-Dominique,PH-PM-PN-PR,-73.600485780071509000,45.527470370911274000,Parcojour Payez-Partez
16017,A,Saint-Dominique,PH-PM-PN-PR,-73.599001594089913000,45.526790218794041000,Parcojour Payez-Partez
16018,A,Saint-Dominique,PH-PM-PN-PR,-73.599633799814384000,45.527244351427832000,Parcojour Payez-Partez
16019,A,Saint-Dominique,PH-PM-PN-PR,-73.597648592930469000,45.526172309517769000,Parcojour Payez-Partez
16020,A,Saint-Dominique,PH-PM-PN-PR,-73.595795298383649000,45.525325264523190000,Parcojour Payez-Partez
16021,A,Casgrain,PH-PM-PN-PR,-73.599698895366615000,45.527858873942613000,Parcojour Payez-Partez
16022,A,Casgrain,PH-PM-PN-PR,-73.598437482065336000,45.527283013569352000,Parcojour Payez-Partez
16023,A,Casgrain,PH-PM-PN-PR,-73.599014139621644000,45.527706608473544000,Parcojour Payez-Partez
16024,A,Casgrain,PH-PM-PN-PR,-73.596992846578985000,45.526632125844728000,Parcojour Payez-Partez
16025,A,Casgrain,PH-PM-PN-PR,-73.595358881698374000,45.526026573797424000,Parcojour Payez-Partez
16026,A,Gaspé,PH-PM-PN-PR,-73.599159190539026000,45.528374184881763000,Parcojour Payez-Partez
16027,A,Gaspé,PH-PM-PN-PR,-73.597910779589952000,45.527807003520422000,Parcojour Payez-Partez
16029,A,Saint-Viateur,PH-PM-PN-PR,-73.598155300586285000,45.526845744337734000,Parcojour Payez-Partez
16030,A,Bernard,PH-PM-PN-PR,-73.602090814007681000,45.527800904073118000,Parcojour Payez-Partez
16032,A,Henri-Julien,PH-PM-PN-PR,-73.597277082389127000,45.528847304170206000,Parcojour Payez-Partez
16033,A,Henri-Julien,PH-PM-PN-PR,-73.596184253191922000,45.528350597918397000,Parcojour Payez-Partez
16034,A,Henri-Julien,PH-PM-PN-PR,-73.595370476702911000,45.528140314258685000,Parcojour Payez-Partez
16035,A,Maguire,PH-PM-PN-PR,-73.593799913988676000,45.526825006013475000,Parcojour Payez-Partez
16038,A,Gaétan-Laberge (Ver),VN-VP-VQ-VR,-73.562526133396929000,45.466368888551891000,Parcojour Payez-Partez
16039,A,Gaétan-Laberge (Ver),VN-VP-VQ-VR,-73.562247611545246000,45.466202081484923000,Parcojour Payez-Partez
16040,A,Gaétan-Laberge (Ver),VN-VP-VQ-VR,-73.563009637978467000,45.468911486627121000,Parcojour Payez-Partez
16041,A,Gaétan-Laberge (Ver),VN-VP-VQ-VR,-73.562774104529168000,45.468729248994876000,Régulier Payez-Partez
16042,A,Chambord,AB-AC-AD-AE,-73.611110367264317000,45.545157794106181000,Parcojour Payez-Partez
16043,A,Lanaudière,AB-AC-AD-AE,-73.611073896730446000,45.546128575522893000,Parcojour Payez-Partez
16044,A,Trinitaires,SN-SP-SQ-SR,-73.601184021438002000,45.446485838778543000,Parcojour Payez-Partez
16045,A,Trinitaires,SN-SP-SQ-SR,-73.604229487598005000,45.446947977942692000,Parcojour Payez-Partez
16046,A,Marseille,MA-MB-MC-MD,-73.549083417732191000,45.563796089430269000,Parcojour Payez-Partez
16047,A,Marseille,MA-MB-MC-MD,-73.547899348589326000,45.565570390071457000,Parcojour Payez-Partez
16048,A,Marseille,MA-MB-MC-MD,-73.546170286704438000,45.567693066575068000,Parcojour Payez-Partez
16049,A,Marseille,MA-MB-MC-MD,-73.544968258964005000,45.569860512829635000,Parcojour Payez-Partez
16050,A,Marseille,MA-MB-MC-MD,-73.544443928366249000,45.571180409551644000,Parcojour Payez-Partez
16051,A,Assomption,MA-MB-MC-MD,-73.546874654726452000,45.569259098523133000,Parcojour Payez-Partez
16052,A,Assomption,MA-MB-MC-MD,-73.549787105144688000,45.569980114744581000,Parcojour Payez-Partez
16053,A,Assomption,MA-MB-MC-MD,-73.549469275008448000,45.570112716827460000,Parcojour Payez-Partez
16054,A,Chauveau,MA-MB-MC-MD,-73.548474027361991000,45.569273573953865000,Parcojour Payez-Partez
16055,A,Chauveau,MA-MB-MC-MD,-73.547705027982488000,45.570307564584041000,Parcojour Payez-Partez
16056,A,Chauveau,MA-MB-MC-MD,-73.546606880556368000,45.571942417571591000,Parcojour Payez-Partez
16057,A,Chauveau,MA-MB-MC-MD,-73.547137277242840000,45.570814754738784000,Parcojour Payez-Partez
16059,A,Inconnue,AB-AC-AD-AE,-73.761304815164820000,45.511155582140688000,Parcojour Payez-Partez
16060,A,Inconnue,AB-AC-AD-AE,-73.761316207045923000,45.511143817657022000,Parcojour Payez-Partez
16061,A,Inconnue,AB-AC-AD-AE,-73.761327598922392000,45.511132053171309000,Parcojour Payez-Partez
16062,A,Inconnue,AB-AC-AD-AE,-73.761338990793988000,45.511120288685326000,Parcojour Payez-Partez
16063,A,Inconnue,AB-AC-AD-AE,-73.761350382660993000,45.511108524198221000,Parcojour Payez-Partez
16064,A,Inconnue,AB-AC-AD-AE,-73.761272723000971000,45.511140640236682000,Parcojour Payez-Partez
16065,A,Inconnue,AB-AC-AD-AE,-73.761283281333448000,45.511129736571768000,Parcojour Payez-Partez
16066,A,Inconnue,AB-AC-AD-AE,-73.761293839661860000,45.511118832905865000,Parcojour Payez-Partez
16067,A,Inconnue,AB-AC-AD-AE,-73.761304397986166000,45.511107929238101000,Parcojour Payez-Partez
16068,A,Inconnue,AB-AC-AD-AE,-73.761314956306435000,45.511097025570223000,Parcojour Payez-Partez
19000,A,Drummond,BORNE TEST D,-73.577161088613778000,45.499762208981508000,Régulier Payez-Partez
19002,A,Inconnue,RA-RB-RC-RD,-73.761372832146805000,45.511369180244081000,Régulier Payez-Partez
19004,A,Inconnue,K-M-N-P,-73.761316906226938000,45.511340388369028000,Régulier Payez-Partez
19005,A,Inconnue,K-M-N-P,-73.761390922743459000,45.511348805080573000,Régulier Payez-Partez
19008,A,Inconnue,BORNE TEST D,-73.761359278325983000,45.511333369709540000,Régulier Payez-Partez
19010,A,Inconnue,BORNE TEST L,-73.761261983365486000,45.511287084762678000,Régulier Payez-Partez
19012,A,Inconnue,BORNE TEST D,-73.761189799526875000,45.511252531893867000,Régulier Payez-Partez
19019,A,Inconnue,BORNE TEST D,-73.761156682443072000,45.511236679421302000,Régulier Payez-Partez
19999,A,Inconnue,BORNE TEST D,-73.761305101360989000,45.511307427879686000,Régulier Payez-Affichez
passport,A,041,AB-AC-AD-AE,0.000000000000000000,0.000000000000000000,Régulier Payez-Partez
